Non-Counted Role Played,Count #
Amy Poehler,Maxine,33
Andy Samberg,Scott,33
Jason Sudeikis,John,33
Kenan Thompson,Uleke,33
Kristen Wiig,Aunt Martha,33
Christopher Walken,Dave,33
Fred Armisen,Wylie Delmario,33
Amy Poehler,Cisco,33
Andy Samberg,contestant,33
Kenan Thompson,Rafael,33
Kristen Wiig,Padma Lakshmi,33
Fred Armisen,Larry King,33
Darrell Hammond,Jimmy Carter,33
Bill Hader,Eliot Spitzer,33
Kristen Wiig,Silda Spitzer,33
Will Forte,singer,33
Amy Poehler,Grandma Nancy,33
Andy Samberg,singer,33
Jason Sudeikis,singer,33
Kenan Thompson,singer,33
Jonah Hill,Isaac,33
Will Forte,MacGruber,33
Kristen Wiig,Vicki,33
Jonah Hill,Lou Delholm,33
Amy Poehler,Rhonda,33
Kristen Wiig,Bethany Graham,33
Casey Wilson,Tanya Perkins,33
Jonah Hill,Adam Grossman,33
Fred Armisen,Su-Shin,33
Bill Hader,Evan Grossman,33
Amy Poehler,waitress,33
Jonah Hill,Isaac,33
Will Forte,MacGruber,33
Kristen Wiig,Vicki,33
Jonah Hill,Kenny Ptusiak,33
Will Forte,"Philip, caller",33
Kristen Wiig,Suze Orman,33
Jim Downey,Ben Samberg,33
Jonah Hill,Jeremy,33
Kristen Wiig,Target lady,33
Fred Armisen,Jeffrey Greenberg,33
Will Forte,Brian Williams,33
Darrell Hammond,John McCain,33
Amy Poehler,Gail Parker,33
Jonah Hill,Tim Jacklepappy,33
Will Forte,Clancy T. Bachleratt,33
Kristen Wiig,Jackie Snad,33
Jonah Hill,Dean,33
Casey Wilson,date,33
Fred Armisen,Barack Obama,33
Amy Poehler,Hillary Clinton,33
Kristen Wiig,operator,33
Amy Adams,Hailey Winters,33
Bill Hader,Mr. Heffernan,33
Kristen Wiig,Hagley Winters,33
Amy Adams,Dr. Helen Winston,33
Will Forte,Brian,33
Amy Poehler,Bagdana,33
Andy Samberg,hero,33
Jason Sudeikis,attacker,33
Amy Adams,Heidi Klum,33
Bill Hader,Tim Gunn,33
Amy Poehler,Christian Siriano,33
Casey Wilson,Stephanie,33
Will Forte,Tim Calhoun,33
Kenan Thompson,Jean K. Jean,33
Amy Adams,Regina,33
Bill Hader,Jim,33
Kenan Thompson,Randy,33
Kristen Wiig,Penelope,33
Amy Adams,Ellen Pompeo,33
Will Forte,Dr. Uncle Jimmy,33
Jason Sudeikis,patient,33
Amy Adams,Matt Mulgrew,33
Fred Armisen,Maury,33
Bill Hader,Skip,33
Darrell Hammond,reporter,33
John Lutz,director,33
Amy Poehler,Salazar,33
Andy Samberg,Timmy,33
Jason Sudeikis,Roger Clemens,33
Amy Adams,Elizabeth Kent,33
Fred Armisen,Ahmad Badawi,33
Bill Hader,Yitzhak Hofi,33
Andy Samberg,bodyguard,33
Jason Sudeikis,bodyguard,33
Kenan Thompson,Tookie Styles,33
Fred Armisen,Barack Obama,33
Will Forte,Brian Williams,33
Darrell Hammond,Tim Russert,33
Amy Poehler,Hillary Clinton,33
Andy Samberg,Diablo Cody,33
Ellen Page,Miley Cyrus,33
Fred Armisen,Kazuko Shiraishi,33
Amy Poehler,Dakota Fanning,33
Jason Sudeikis,Bruce Vilanch,33
Kenan Thompson,Reggie Hudson,33
Casey Wilson,Mariam Budia,33
Darrell Hammond,Bill Clinton,33
Darrell Hammond,Jesse Jackson,33
Robert Smigel,Al Sharpton,33
Ellen Page,Anne Boleyn,33
Jason Sudeikis,king,33
Kristen Wiig,Eunice Boleyn,33
Casey Wilson,Mary Boleyn,33
Will Forte,Wolfman,33
Andy Samberg,psycho,33
Jason Sudeikis,Dracula,33
Kristen Wiig,Debbie Lieberstein,33
Fred Armisen,Nicholas Fehn,33
Andy Samberg,Bailey,33
Kenan Thompson,Virginiaca Hastings,33
Ellen Page,Peter Pan,33
Fred Armisen,Redbeard,33
Will Forte,Smee,33
Bill Hader,Captain Hook,33
Amy Poehler,Tinkerbell,33
Jason Sudeikis,pirate,33
Kenan Thompson,pirate,33
Ellen Page,Marty,33
Andy Samberg,Rico,33
Amber Lee Ettinger,Obama Girl,33
Fred Armisen,Barack Obama,33
Will Forte,Jorge Ramos,33
Amy Poehler,Hillary Clinton,33
Jason Sudeikis,John King,33
Kristen Wiig,Campbell Brown,33
Bill Hader,coworker,33
Andy Samberg,coworker,33
Tina Fey,Daisy De La Hoya,33
Fred Armisen,Big John Murray,33
Amy Poehler,Amber,33
Jason Sudeikis,Bret Michaels,33
Kristen Wiig,Peyton Turner,33
Casey Wilson,Kristy Joe Muller,33
Bill Hader,Kevin,33
Andy Samberg,Thomas,33
Tina Fey,Katherine Bagwell,33
Bill Hader,Richard Dinwiddie,33
Amy Poehler,model,33
Kenan Thompson,Gregory Dubois,33
Kristen Wiig,model,33
Casey Wilson,model,33
Tina Fey,Mary Jo Buttafuoco,33
Fred Armisen,Gene Simmons,33
Will Forte,Lance Ito,33
Bill Hader,John Mark Karr,33
Darrell Hammond,Donald Trump,33
Amy Poehler,Mr. Six,33
Andy Samberg,Matthew Lesko,33
John Solomon,police officer,33
Jason Sudeikis,Ted Allen,33
Kenan Thompson,Charles Barkley,33
Kristen Wiig,Jennifer Tilly,33
Casey Wilson,Rachael Ray,33
Tina Fey,Ali,33
Will Forte,Billy,33
Jason Sudeikis,Ed Mahoney,33
Kristen Wiig,Jenny,33
Kristen Wiig,Virgania Horsen,33
Tina Fey,Juno,33
Fred Armisen,Anton Chigurh,33
Will Forte,theme song singer,33
Bill Hader,Daniel Plainview,33
Amy Poehler,H.W. Plainview,33
Tina Fey,Nan Winters Rodriguez,33
Fred Armisen,police officer,33
Amy Poehler,Nicolette,33
Kristen Wiig,Ms. St. George,33
Horatio Sanz,Bill Richardson,33
Fred Armisen,Mike Gravel,33
Will Forte,John Edwards,33
Bill Hader,Christopher Dodd,33
Darrell Hammond,Bill Clinton,33
Amy Poehler,Hillary Clinton,33
Simon Rich,Dennis Kucinich,33
Jason Sudeikis,Joe Biden,33
Kristen Wiig,Elizabeth Kucinich,33
Fred Armisen,Bill,33
Brian Williams,Paul Dooley,33
Amy Poehler,Betty Caruso,33
Maya Rudolph,Jodi Deitz,33
Brian Williams,Barry,33
Bill Hader,marker,33
Amy Poehler,actress,33
Andy Samberg,actor,33
Jason Sudeikis,Paul,33
Kenan Thompson,actor,33
Brian Williams,Carl Bacon,33
Fred Armisen,pizza delivery man,33
Will Forte,Tommy Gelp,33
Amy Poehler,Connie McGee,33
Maya Rudolph,Jenna Clark,33
Kristen Wiig,Cheryl Bryant,33
Fred Armisen,Roger A. Trivanti,33
Kenan Thompson,Barbara Birmingham,33
Fred Armisen,Larry King,33
Bill Hader,Dumbledore,33
Amy Poehler,J.K. Rowling,33
Kristen Wiig,Minerva,33
Fred Armisen,Brian,33
Horatio Sanz,Bill Richardson,33
Fred Armisen,Mike Gravel,33
Will Forte,John Edwards,33
Darrell Hammond,Christopher Dodd,33
Amy Poehler,Dennis Kucinich,33
Jason Sudeikis,Joe Biden,33
Kristen Wiig,Ann Myer,33
Fred Armisen,Larry,33
Bill Hader,villain,33
Maya Rudolph,Farina,33
Kristen Wiig,Janet,33
Liz Cackowski,audience member,33
Steve Higgins,audience member,33
Marci Klein,audience member,33
Jon Bon Jovi,Carlo Embreddi,33
Fred Armisen,Frank Spanetti,33
Bill Hader,Johnny Vincente,33
Darrell Hammond,Mike Delappa,33
Kristen Wiig,Donna,33
Darrell Hammond,Al Gore,33
Fred Armisen,zombie,33
Jason Sudeikis,Dane Cook,33
Bill Hader,Vinny Vedecci,33
Paula Pell,nun,33
Maya Rudolph,Rosa Santiago,33
Andy Samberg,Josh Drimmer,33
Fred Armisen,Nicholas Fehn,33
Jon Bon Jovi,Blorax,33
Will Forte,Officer Belton,33
Paula Pell,computer,33
Andy Samberg,alien,33
Kenan Thompson,alien,33
Kristen Wiig,Captain Wallace,33
Jason Sudeikis,Dane Cook,33
Fred Armisen,Tico Torres,33
Will Forte,Alec John Such,33
Andy Samberg,David Bryan,33
Jason Sudeikis,Richie Sambora,33
Kenan Thompson,Charles Barkley,33
Kristen Wiig,Bjork,33
Andy Samberg,Kevin Federline,33
Bill Hader,Steven Seagal,33
Seth Rogen,Todd Deaton,33
Fred Armisen,Gene Simmons,33
Will Forte,Christopher Spanks,33
Bill Hader,Jake Hawkins,33
Amy Poehler,Sharon Osbourne,33
Andy Samberg,Gerard,33
Jason Sudeikis,Blaine Savage,33
Seth Rogen,Caleb,33
Will Forte,MacGruber,33
Maya Rudolph,Casey,33
Seth Rogen,Jeremy,33
Will Forte,Jerry,33
Bill Hader,Mr. Triggs,33
Amy Poehler,Mrs. Triggs,33
Kristen Wiig,Stacia,33
Seth Rogen,Caleb,33
Will Forte,MacGruber,33
Maya Rudolph,Casey,33
Kristen Wiig,Taylor,33
Fred Armisen,Sam Waterston,33
Darrell Hammond,Fred Thompson,33
Seth Rogen,Caleb,33
Will Forte,MacGruber,33
Maya Rudolph,Casey,33
Darrell Hammond,Lou Dobbs,33
Kenan Thompson,Willie Randolph,33
Fred Armisen,Omar Minaya,33
Seth Rogen,John Stone,33
Fred Armisen,indian,33
Will Forte,colonist,33
Bill Hader,Joseph,33
Amy Poehler,colonist,33
Jason Sudeikis,colonist,33
Kenan Thompson,colonist,33
Kristen Wiig,colonist,33
Seth Rogen,Rowlf,33
Fred Armisen,Zoot,33
Bill Hader,Animal,33
Maya Rudolph,Janice,33
Andy Samberg,Swedish Chef,33
Seth Rogen,Joe,33
Maya Rudolph,Delilah,33
Kristen Wiig,Abigail,33
Darrell Hammond,Bill Clinton,33
Amy Poehler,Hillary Clinton,33
Fred Armisen,blind man,33
Bill Hader,hunter,33
Fred Armisen,Rick Foster,33
Bill Hader,Jonathan,33
Maya Rudolph,Alice,33
Kristen Wiig,Penelope,33
LeBron James,new kid,33
Fred Armisen,"Corbin Bleu , Chad",33
Maya Rudolph,"Vanessa Anne Hudgens , Gabriella",33
Andy Samberg,"Zac Efron , Troy",33
Fred Armisen,Mahmoud Ahmadinejad,33
Bill Hader,Mike Underballs,33
Jason Sudeikis,Jeff,33
LeBron James,Tim,33
Will Forte,Lyle Kane,33
Bill Hader,Daniel,33
Kenan Thompson,O.J. Simpson,33
Fred Armisen,Mahmoud Ahmadinejad,33
Maya Rudolph,translator,33
LeBron James,Alexander,33
Will Forte,Mark Sellers,33
Amy Poehler,Jamilah Lucas,33
Maya Rudolph,Darcel Wynne,33
Kenan Thompson,C. Micah Kring,33
Kristen Wiig,Beverly Jeanne,33
Steve Carell,Gary,33
Stephen Colbert,Ace,33
Bill Hader,Flatside,33
Will Forte,Drake Bell,33
Will Forte,mayor,33
Bill Hader,presenter,33
John Lutz,George F. Smoot,33
Amy Poehler,Dakota Fanning,33
Maya Rudolph,Rocsi,33
Jason Sudeikis,Josh Peck,33
Kenan Thompson,Terrence Jenkins,33
Bryan Tucker,John C. Mather,33
Will Forte,Glenn,33
Jason Sudeikis,Larry Baines,33
Darrell Hammond,Dick Cheney,32
Maya Rudolph,Condoleezza Rice,32
Jason Sudeikis,George W. Bush,32
Jorma Taccone,dog,32
Zach Braff,Brian Bernstein,32
Fred Armisen,Billy Zerillo,32
Will Forte,Lyle Kane,32
Bill Hader,Stanley,32
Darrell Hammond,"Sean Connery , Principal McDougal",32
Amy Poehler,"Beth ""B.J."" Jacobs",32
Maya Rudolph,"Lauren ""B.J."" Carlton",32
Andy Samberg,Lomax,32
Jason Sudeikis,Mando,32
Kenan Thompson,Skooch,32
Kristen Wiig,Beatrice Mitchell,32
Zach Braff,G-Thug,32
Will Forte,singer,32
Amy Poehler,Francesca Freem,32
Maya Rudolph,Shereals Davis,32
Andy Samberg,T'Shane,32
Kenan Thompson,D.J. Dynasty Handbag,32
Maya Rudolph,Oprah Winfrey,32
Kristen Wiig,Aunt Linda,32
Fred Armisen,Sam Waterston,32
Maya Rudolph,Whitney Houston,32
Bill Hader,Vinny Vedecci,32
Zach Braff,Mike Drucker,32
Fred Armisen,Al Deitz,32
Amy Poehler,Betty Caruso,32
Maya Rudolph,Jodi Deitz,32
Fred Armisen,Melissa,32
Bill Hader,Brian Gold,32
Maya Rudolph,Sandra,32
Molly Shannon,Mary Katherine Gallagher,32
Bill Hader,Ryan Seacrest,32
Amy Poehler,Paula Abdul,32
Maya Rudolph,Melinda Doolittle,32
Jason Sudeikis,Simon Cowell,32
Kenan Thompson,Randy Jackson,32
Molly Shannon,Lisa,32
Amy Poehler,Gina,32
Jason Sudeikis,Jim,32
Kenan Thompson,Lou,32
Kristen Wiig,Penelope,32
Molly Shannon,Trudy Westmoreland,32
Fred Armisen,Aseeb Narzef,32
Will Forte,Larry Budge,32
Bill Hader,Tony Blair,32
Darrell Hammond,Dan Rather,32
Amy Poehler,Dennis Kucinich,32
Maya Rudolph,Fantasmagoria Purlene Robinson,32
Andy Samberg,Lord Simon Frothingham,32
Jason Sudeikis,Blaine Goodbody,32
Kenan Thompson,Rev. Hershel P. Chocula,32
Kristen Wiig,Eleanor Hatch,32
Molly Shannon,Sally O'Malley,32
Fred Armisen,Paulie,32
Will Forte,Uncle Junior,32
Bill Hader,henchman,32
Darrell Hammond,Tony,32
Jason Sudeikis,Silvio,32
Molly Shannon,Jeannie Darcy,32
Fred Armisen,Pep Walters,32
Molly Shannon,Kaitlin's mom,32
Fred Armisen,grandfather,32
Bill Hader,caretaker,32
Amy Poehler,Kaitlin,32
Maya Rudolph,resident,32
Molly Shannon,April,32
Will Forte,MacGruber,32
Maya Rudolph,Casey,32
Molly Shannon,Toni Carlisle,32
Maya Rudolph,Charli Coffee,32
Kenan Thompson,Lamont Cosby,32
Molly Shannon,April,32
Will Forte,MacGruber,32
Maya Rudolph,Casey,32
Molly Shannon,Melania Trump,32
Darrell Hammond,Donald Trump,32
Molly Shannon,April,32
Will Forte,MacGruber,32
Will Forte,Jim,32
Bill Hader,Tony,32
Maya Rudolph,Janet,32
Jason Sudeikis,George W. Bush,32
Kenan Thompson,reporter,32
Kristen Wiig,Susan,32
Andy Samberg,Sanjaya Malakar,32
Kristen Wiig,Ashley Ferl,32
Scarlett Johansson,Ivanka Trump,32
Fred Armisen,Howie Mandel,32
Darrell Hammond,Regis Philbin,32
Amy Poehler,Kelly Ripa,32
Bill Hader,salesman,32
Kenan Thompson,Virginiaca Hastings,32
Kristen Wiig,Mrs. Teasdale,32
Bryan Tucker,Roy,32
Scarlett Johansson,Lexi,32
Fred Armisen,Mike,32
Scarlett Johansson,Bonnie Cox,32
Jason Sudeikis,Gil,32
Kristen Wiig,Michelle Dison,32
Scarlett Johansson,Kuato,32
Bill Hader,Danny,32
Darrell Hammond,Arnold Schwarzenegger,32
Maya Rudolph,Susan,32
Andy Samberg,Kuato,32
Scarlett Johansson,Melissa Sander,32
Fred Armisen,Thavakalai,32
Will Forte,Ghyslian Raza,32
Bill Hader,Rajinikanth,32
Kenan Thompson,Sammy Stephens,32
Kristen Wiig,Jane Pauley,32
Darrell Hammond,Jesse Jackson,32
Kenan Thompson,Al Sharpton,32
Alec Baldwin,Leonidas Hathaway,32
Seth Meyers,agent,32
Shia LaBeouf,Tobey Maguire,32
Fred Armisen,Prince,32
Amy Poehler,Nancy Grace,32
Maya Rudolph,Beyoncé,32
Shia LaBeouf,Pat Wilson,32
Will Forte,robber,32
Bill Hader,Parker,32
Andy Samberg,Ron Harris,32
Kenan Thompson,cashier,32
Shia LaBeouf,Cole Sprouse,32
Avril Lavigne,Elle Fanning,32
Amy Poehler,Dakota Fanning,32
Andy Samberg,Dylan Sprouse,32
Kenan Thompson,Reggie Hudson,32
Kristen Wiig,Catherine,32
Shia LaBeouf,Eric,32
Fred Armisen,police officer,32
Bill Hader,Keith,32
Andy Samberg,Dave,32
Jason Sudeikis,police officer,32
Shia LaBeouf,Nasir,32
Fred Armisen,Katir Mutar,32
Bill Hader,Nasir II,32
Maya Rudolph,Hasar Mutar,32
Andy Samberg,Onan,32
Andy Samberg,Howard K. Stern,32
Fred Armisen,gay guy from Connecticut,32
Bill Hader,gay guy from Connecticut,32
Darrell Hammond,Don Imus,32
Shia LaBeouf,Bernard Throttlehunt,32
Will Forte,Blade P. Cutsworth,32
Kristen Wiig,Melanie Ginsu,32
Bill Hader,John Mayer,32
Kristen Wiig,Jessica Simpson,32
Fred Armisen,Alberto Gonzales,32
Jason Sudeikis,George W. Bush,32
Peyton Manning,Joseph Ryan,32
Fred Armisen,Al Deitz,32
Amy Poehler,Betty Caruso,32
Maya Rudolph,Jodi Deitz,32
Peyton Manning,Ted Trimble,32
Amy Poehler,Mandy Jensen,32
Jason Sudeikis,Chris Graham,32
Peyton Manning,Glenn,32
Bill Hader,Anthony,32
Amy Poehler,Sue,32
Maya Rudolph,Nicole,32
Kristen Wiig,Penelope,32
Peyton Manning,Whalley,32
Will Forte,dancing coach,32
Will Forte,Tim Calhoun,32
Andy Samberg,Sanjaya Malakar,32
Kristen Wiig,Ashley Ferl,32
Fred Armisen,audience member,32
Dan Aykroyd,audience member,32
Peyton Manning,Mitch,32
Fred Armisen,Blaine,32
Will Forte,actor,32
Jason Sudeikis,Zack Snyder,32
Kenan Thompson,cameraman,32
Kristen Wiig,marker,32
Kristen Wiig,porch sitter,32
Julia Louis-Dreyfus,Pamela Headley,32
Amy Poehler,Rhonda Byrne,32
Maya Rudolph,Oprah Winfrey,32
Kenan Thompson,Olessi Oneweeja,32
Kristen Wiig,Ros Gentle,32
Julia Louis-Dreyfus,Karen Danbury,32
Kenan Thompson,Dr. Highsmith,32
Bill Hader,Vinny Vedecci,32
Maya Rudolph,Fabiola,32
Fred Armisen,Larry Seidlin,32
Julia Louis-Dreyfus,Dee Dee Wells,32
Amy Poehler,Legguns member,32
Maya Rudolph,Legguns member,32
Andy Samberg,T'Shane,32
Jason Sudeikis,DJ Quality,32
Kenan Thompson,D.J. Dynasty Handbag,32
Kristen Wiig,Legguns member,32
Bill Hader,Mike Underballs,32
Jason Sudeikis,Jeff,32
Fred Armisen,Repairbot,32
Will Forte,Homebot,32
Kenan Thompson,robot,32
Julia Louis-Dreyfus,Robin Antin,32
Amy Poehler,contestant,32
Maya Rudolph,contestant,32
Andy Samberg,McKenzie Jazz,32
Kenan Thompson,Lil' Kim,32
Kristen Wiig,contestant,32
Rainn Wilson,Andrew Sturdevant,32
Fred Armisen,Larry King,32
Darrell Hammond,Wolf Blitzer,32
Rashida Jones,Karen,32
Fred Armisen,Gary,32
Will Forte,Captain Pajama Shark,32
Will Forte,Red,32
Bill Hader,Crazy Carl,32
Bill Hader,Peter,32
Darrell Hammond,Mountain Joe,32
Amy Poehler,Shelley,32
Maya Rudolph,Wonder Woman,32
Andy Samberg,Derek,32
Andy Samberg,Derek's twin brother,32
Jason Sudeikis,Daniel,32
Jason Sudeikis,Snake Eyes,32
Kenan Thompson,water guy,32
Kristen Wiig,Chief Big Cloud,32
Rainn Wilson,Rob Seifer,32
Fred Armisen,Nuni Schoener,32
Maya Rudolph,Nuni Schoener,32
Andy Samberg,Little Joe,32
Kristen Wiig,Kay,32
Rainn Wilson,Jerry Denko,32
Amy Poehler,Detective Ambers,32
Maya Rudolph,Diane Reynolds,32
Jason Sudeikis,suspect,32
Fred Armisen,Larry Seidlin,32
Kristen Wiig,Aunt Linda,32
Andy Samberg,Prince Harry,32
Rainn Wilson,Oliver,32
Will Forte,Neil,32
Kristen Wiig,Jean,32
Rainn Wilson,slave,32
Kenan Thompson,master,32
Fred Armisen,Josiah,32
Maya Rudolph,Kendra,32
Kenan Thompson,Naseem,32
Kristen Wiig,Tracy,32
Darrell Hammond,Dick Cheney,32
Kristen Wiig,Lynne Cheney,32
Forest Whitaker,Dr. Joseph Humphries,32
Fred Armisen,Frankie,32
Amy Poehler,Betty Caruso,32
Maya Rudolph,Jodi Deitz,32
Kristen Wiig,Dr. Cora Reynolds,32
Forest Whitaker,Benjamin Tellurin,32
Will Forte,Reggie,32
Amy Poehler,Anne,32
Forest Whitaker,Greg Gumbel,32
Amy Poehler,Katrina Hoffman,32
Maya Rudolph,Rosalyn Maddox,32
Jason Sudeikis,David Angelides,32
Darrell Hammond,Jesse Jackson,32
Kenan Thompson,Al Sharpton,32
Jason Sudeikis,Bill Oefelein,32
Forest Whitaker,Bobby's Uncle Tommy,32
Katreese Barnes,pianist,32
Maya Rudolph,Whitney Houston,32
Kenan Thompson,Chaka Khan,32
Forest Whitaker,Alex Grenki,32
Fred Armisen,Gary Blintz,32
Will Forte,Eddie Van Milkser,32
Jason Sudeikis,Speed Chendleton,32
Kenan Thompson,Sam Fantastic,32
Kristen Wiig,Claire Brinkley,32
Kristen Wiig,Karen Donnelly,32
Fred Armisen,singer,32
Will Forte,Lyle Edgily,32
Seth Meyers,Ryan Seacrest,32
Amy Poehler,Paula Abdul,32
Maya Rudolph,Vanessa Goodwin,32
Andy Samberg,singer,32
Jason Sudeikis,Simon Cowell,32
Kenan Thompson,Randy Jackson,32
Kenan Thompson,singer,32
Fred Armisen,audience member,32
Drew Barrymore,Abigail Breslin,32
Bill Hader,Daniel Radcliffe,32
Amy Poehler,Dakota Fanning,32
Kenan Thompson,Reggie Hudson,32
Kristen Wiig,Catherine,32
Drew Barrymore,Robin,32
Will Forte,Dean,32
Kristen Wiig,counselor,32
Drew Barrymore,Desiree,32
Amy Poehler,Donna M,32
Maya Rudolph,Donna,32
Kristen Wiig,Michelle,32
Drew Barrymore,Lynette,32
Kristen Wiig,Target lady,32
Drew Barrymore,Sandrea Sharp,32
Kenan Thompson,Barbara Birmingham,32
Drew Barrymore,Victoria Beckham,32
Horatio Sanz,Elton John,32
Fred Armisen,Prince,32
Seth Meyers,David Beckham,32
Maya Rudolph,Donatella Versace,32
Drew Barrymore,Ashley,32
Fred Armisen,Jorge,32
Will Forte,Randall,32
Bill Hader,manager,32
Amy Poehler,Jo-Jo,32
Kristen Wiig,Mrs. Stashfield,32
Drew Barrymore,Charlene McGee,32
Jason Sudeikis,Lonny San Francisco,32
Bill Hader,Peter O'Toole,32
Darrell Hammond,Chris Matthews,32
Amy Poehler,Hillary Clinton,32
Fred Armisen,guitarist,32
Jeremy Piven,Jim Nantz,32
Andy Samberg,Danny Hoover,32
Jason Sudeikis,Phil Simms,32
Fred Armisen,caveman,32
Jason Sudeikis,Eric,32
Jeremy Piven,Jo Jo,32
Will Forte,MacGruber,32
Maya Rudolph,Casey,32
Jeremy Piven,Timothy Grasser,32
Amy Poehler,Denise,32
Jason Sudeikis,A-Hole,32
Kristen Wiig,A-Hole,32
Jeremy Piven,Jo Jo,32
Will Forte,MacGruber,32
Maya Rudolph,Casey,32
Darrell Hammond,Rich Little,32
Jeremy Piven,Terry,32
Andy Samberg,Blizzard Man,32
Kenan Thompson,disc jockey,32
Jeremy Piven,Jo Jo,32
Will Forte,MacGruber,32
Maya Rudolph,Casey,32
Jeremy Piven,Alan Landsman,32
Fred Armisen,Phil,32
Will Forte,unicorn,32
Bill Hader,citizen,32
Darrell Hammond,Crazy Larry,32
Amy Poehler,Periwinkle,32
Jason Sudeikis,Gary,32
Kenan Thompson,citizen,32
Kristen Wiig,citizen,32
Andy Samberg,Scott Garbaciak,32
Will Forte,hangman,32
Bill Hader,hangman,32
Jason Sudeikis,Sammy Hangar,32
Jason Sudeikis,George W. Bush,32
Will Forte,cowboy,32
Amy Poehler,singer,32
Maya Rudolph,singer,32
Jason Sudeikis,cowboy,32
Kristen Wiig,singer,32
Jake Gyllenhaal,Dee False,32
Amy Poehler,Caj Cade,32
Maya Rudolph,Tuhnay Griggs,32
Andy Samberg,T'Shane,32
Kenan Thompson,D.J. Dynasty Handbag,32
Kristen Wiig,Tamela Foxx,32
Jake Gyllenhaal,Frank O'Connor,32
Amy Poehler,Betty Caruso,32
Maya Rudolph,Jodi Deitz,32
Kristen Wiig,"Dee Dee, caller",32
Darrell Hammond,Donald Trump,32
Amy Poehler,Debbie Kunsler,32
Maya Rudolph,reporter,32
Jason Sudeikis,reporter,32
Kenan Thompson,reporter,32
Kristen Wiig,presenter,32
Fred Armisen,meatball,32
Bill Hader,waiter,32
Maya Rudolph,chicken parmesan,32
Andy Samberg,meatball,32
Kristen Wiig,Pam,32
Jake Gyllenhaal,Dr. Scientist,32
Fred Armisen,scientist,32
Liz Cackowski,villain,32
Bill Hader,Nitro,32
Amy Poehler,scientist,32
Andy Samberg,Admiral Spaceship,32
Jorma Taccone,villain,32
Jake Gyllenhaal,filmer,32
Darrell Hammond,Dan Rather,32
Amy Poehler,Lauren Pollack,32
Kristen Wiig,Jane Pauley,32
Fred Armisen,Steve Jobs,32
Maya Rudolph,Whitney Houston,32
Jake Gyllenhaal,Kevin,32
Fred Armisen,Barry Edley,32
Bill Hader,Kenneth,32
Amy Poehler,Catherine Fontaine,32
Maya Rudolph,actress,32
Jake Gyllenhaal,Jeff,32
Maya Rudolph,Anna,32
Jason Sudeikis,Rob,32
Kristen Wiig,Jamie,32
Jake Gyllenhaal,Jeffrey Liebowitz,32
Fred Armisen,Lowell Kaplan,32
Kenan Thompson,Christopher Dolemite,32
Fred Armisen,Simon,32
Bill Hader,Alvin,32
Andy Samberg,Theodore,32
Justin Timberlake,dancing mascot,32
Justin Timberlake,Marcus,32
Kristen Wiig,Target lady,32
Justin Timberlake,singer,32
Andy Samberg,singer,32
Justin Timberlake,Robin Gibb,32
Jimmy Fallon,Barry Gibb,32
Fred Armisen,Thomas Friedman,32
Darrell Hammond,Jimmy Carter,32
Kristen Wiig,Sandra Day O'Connor,32
Justin Timberlake,Brett O'Connor,32
Fred Armisen,Jerry Bertrand,32
Bill Hader,Gary Pierce,32
Kristen Wiig,model,32
Darrell Hammond,Lou Dobbs,32
Fred Armisen,gay guy from New Jersey,32
Bill Hader,Tony Dinato,32
Justin Timberlake,Trey-J,32
Will Forte,cave creature,32
Bill Hader,cave creature,32
Amy Poehler,Girlie-t,32
Maya Rudolph,Jo-Jessica,32
Jason Sudeikis,Flip Flop,32
Kenan Thompson,K Smoove,32
Kristen Wiig,Keisha,32
Justin Timberlake,Shelby Hastings,32
Fred Armisen,agent,32
Bill Hader,agent,32
Kenan Thompson,Virginiaca Hastings,32
Kristen Wiig,auditioner,32
Amy Poehler,Nancy Grace,32
Jason Sudeikis,George W. Bush,32
Amy Poehler,audience member,32
Maya Rudolph,Marnie Leonard,32
Kristen Wiig,audience member,32
Annette Bening,Samantha Collingswood,32
Amy Poehler,Pam Dibble,32
Jason Sudeikis,Alan French,32
Kenan Thompson,Larry,32
Maya Rudolph,kid,32
Annette Bening,Diane Parks,32
Bill Hader,Peter,32
Andy Samberg,Daniel,32
Annette Bening,organizer,32
Jason Sudeikis,A-Hole,32
Kristen Wiig,A-Hole,32
Matthew Fox,Brad,32
Fred Armisen,Drew,32
Amy Poehler,Tia,32
Andy Samberg,Pete,32
Kenan Thompson,Jordan,32
Amy Poehler,caller,32
Maya Rudolph,Trudy Plains,32
Kenan Thompson,Mason Lemmings,32
Darrell Hammond,Al Gore,32
Kristen Wiig,Gloria Patrick,32
Will Forte,Hank,32
Bill Hader,monster,32
Amy Poehler,Casey,32
Annette Bening,Meryl,32
Will Forte,Neil,32
Bill Hader,waiter,32
Kristen Wiig,Jean,32
Annette Bening,Marla Stanfield,32
Bill Hader,Christopher Partlow,32
Fred Armisen,Nouri al-Maliki,32
Will Forte,translator,32
Bill Hader,reporter,32
Maya Rudolph,reporter,32
Andy Samberg,reporter,32
Jason Sudeikis,George W. Bush,32
Kenan Thompson,reporter,32
Kristen Wiig,reporter,32
Bill Hader,Michael Richards,32
Matthew Fox,Greg Tanner,32
Amy Poehler,Nancy Grace,32
Kenan Thompson,Dr. Albert Edwards,32
Matthew Fox,DJ Luxe,32
Amy Poehler,Lateesa Stroh,32
